---------------------------------------------------------------------------------------------
SID: 1824482
Output for file: large-sample2.txt
---------------------------------------------------------------------------------------------
'total number of words'= 2708513
'total number of distinct words'= 45744
'popular_threshold_word': 2288
'common_threshold_l_word': 21728
'common_threshold_u_word': 24016
'rare_threshold_word': 43456
---------------------------------------------------------------------------------------------

Popular Words
+----+--------------+---------+
|Rank|          Word|Frequency|
|1030|        forget|      247|
|1031|        needed|      246|
|1032|      consider|      246|
|1033|     spectacle|      246|
|1034|          dull|      246|
|1035|          cent|      246|
|1036|        castle|      246|
|1037|        dollar|      246|
|1038|      valuable|      246|
|1039|         broad|      245|
|1040|          hang|      245|
|1041|    impossible|      245|
|1042|     according|      245|
|1043|        degree|      245|
|1044|   interesting|      244|
|1045|         spent|      244|
|1046|          size|      243|
|1047|         style|      243|
|1048|        easily|      243|
|1049|        charge|      243|
|1050|        worked|      243|
|1051|         youth|      243|
|1052|          lies|      243|
|1053|         drink|      243|
|1054|          harm|      242|
|1055|          lips|      242|
|1056|        travel|      242|
|1057|         ahead|      242|
|1058|       project|      241|
|1059|        seeing|      241|
|1060|          rule|      241|
|1061|        closed|      241|
|1062|          laws|      241|
|1063|          rain|      240|
|1064|           cry|      240|
|1065|         touch|      240|
|1066|        desert|      240|
|1067|       forever|      240|
|1068|       success|      239|
|1069|         pride|      239|
|1070|    literature|      239|
|1071|        object|      239|
|1072|          game|      239|
|1073|       respect|      239|
|1074|         color|      238|
|1075|      complete|      238|
|1076|       explain|      238|
|1077|        member|      238|
|1078|    considered|      237|
|1079|           sky|      237|
|1080|        abroad|      237|
|1081|       running|      237|
|1082|     difficult|      237|
|1083|         cried|      237|
|1084|       husband|      236|
