---------------------------------------------------------------------------------------------
SID: 1824482
Output for file: large-sample1.txt
---------------------------------------------------------------------------------------------
'total number of words'= 4202791
'total number of distinct words'= 204786
'popular_threshold_word': 10240
'common_threshold_l_word': 97273
'common_threshold_u_word': 107513
'rare_threshold_word': 194546
---------------------------------------------------------------------------------------------

Popular Words
+-----+---------------+---------+
| Rank|           Word|Frequency|
|  952|         marine|      451|
|  953|         father|      448|
|  954|       affected|      448|
|  955|         during|      448|
|  956|         heaven|      448|
|  957|            tra|      447|
|  958|            pay|      446|
|  959|            bly|      446|
|  960|        slender|      446|
|  961|       southern|      446|
|  962|           here|      446|
|  963|         method|      446|
|  964|           beat|      445|
|  965|          could|      445|
|  966|           door|      445|
|  967|            cat|      444|
|  968|        century|      444|
|  969|          kinds|      444|
|  970|        opening|      443|
|  971|           unto|      443|
|  972|         moving|      443|
|  973|         regard|      441|
|  974|          wrong|      441|
|  975|       military|      439|
|  976|           geom|      438|
|  977|            try|      438|
|  978|            tro|      437|
|  979|     substances|      436|
|  980|          third|      435|
|  981|         mining|      435|
|  982|         powder|      434|
|  983|            bow|      434|
|  984|       straight|      434|
|  985|            oid|      432|
|  986|            pin|      431|
|  987|        holding|      430|
|  988|          works|      430|
|  989|      coleridge|      429|
|  990|            nal|      428|
|  991|           band|      428|
|  992|           just|      428|
|  993|        violent|      428|
|  994|           corn|      428|
|  995|          quick|      427|
|  996|             fy|      427|
|  997|         member|      426|
|  998|        brought|      426|
|  999|        company|      426|
| 1000|        regular|      425|
| 1001|             ba|      424|
| 1002|           nate|      424|
| 1003|          fresh|      424|
| 1004|           milk|      423|
| 1005|         easily|      423|
| 1006|             va|      423|
| 1007|         hollow|      422|
| 1008|          might|      421|
| 1009|         higher|      420|
| 1010|           real|      419|
| 1011|      reference|      418|
| 1012|     themselves|      418|
| 1013|             es|      418|
| 1014|          union|      418|
| 1015|         result|      416|
| 1016|         minute|      416|
| 1017|        feeling|      416|
| 1018|         cotton|      416|
| 1019|         plural|      415|
| 1020|          wings|      414|
| 1021|             gi|      413|
| 1022|         master|      413|
| 1023|       situated|      413|
| 1024|           sign|      413|
| 1025|          noise|      413|
| 1026|        nothing|      412|
| 1027|           weak|      412|
| 1028|          cells|      411|
| 1029|           cant|      410|
| 1030|         desire|      410|
| 1031|         marked|      410|
| 1032|           moon|      409|
| 1033|       original|      408|
| 1034|           silk|      407|
| 1035|            saw|      407|
| 1036|          local|      407|
| 1037|          greek|      406|
| 1038|          faith|      406|
| 1039|           coin|      406|
| 1040|        serving|      406|
| 1041|           wool|      405|
| 1042|         angles|      405|
| 1043|         cattle|      404|
| 1044|            rod|      404|
| 1045|       pleasure|      404|
| 1046|            rom|      403|
| 1047|           coat|      403|
| 1048|            pol|      402|
| 1049|         horses|      402|
| 1050|        causing|      402|
| 1051|          boyle|      402|
| 1052|           rise|      402|
| 1053|           hist|      401|
| 1054|           flow|      401|
| 1055|           mode|      399|
| 1056|       religion|      399|
| 1057|       prepared|      399|
| 1058|           holy|      399|
