---------------------------------------------------------------------------------------------
SID: 1824482
Output for file: sample-f.txt
---------------------------------------------------------------------------------------------
'total number of words'= 2915891
'total number of distinct words'= 46748
'popular_threshold_word': 2338
'common_threshold_l_word': 22205
'common_threshold_u_word': 24543
'rare_threshold_word': 44410
---------------------------------------------------------------------------------------------

Popular Words
+----+--------------+---------+
|Rank|          Word|Frequency|
|1654|  commandments|      159|
|1655|        result|      158|
|1656|        vision|      158|
|1657|            th|      158|
|1658|        rights|      158|
|1659|        stairs|      158|
|1660|       officer|      157|
|1661|         coast|      157|
|1662|     scattered|      157|
|1663|        worked|      157|
|1664|           job|      157|
|1665|      absolute|      157|
|1666|       address|      157|
|1667|        spring|      157|
|1668|          mere|      157|
|1669|        burned|      157|
|1670|       foolish|      157|
|1671|         blind|      157|
|1672|         knife|      157|
|1673|          gray|      156|
|1674|        yellow|      156|
|1675|       seventh|      156|
|1676|        phrase|      156|
|1677|        bishop|      156|
|1678|          blow|      156|
|1679|   distributed|      156|
|1680|      handsome|      156|
|1681|          lift|      156|
|1682|      everyone|      156|
|1683|         eaten|      156|
|1684|   commandment|      156|
|1685|          york|      155|
|1686|     permitted|      155|
|1687|       natives|      155|
|1688|    compliance|      155|
|1689|        giveth|      155|
|1690|        inside|      155|
|1691|        sunday|      155|
|1692|         raise|      155|
|1693|          bell|      155|
|1694|          snow|      155|
|1695|      practice|      155|
|1696|        silent|      155|
|1697|       tribute|      155|
|1698|        posted|      155|
|1699|         spoil|      155|
|1700|   destruction|      154|
|1701|          mark|      154|
|1702|       chinese|      154|
|1703|          shop|      154|
|1704|       flowers|      154|
|1705|     advantage|      154|
|1706|          guns|      154|
|1707|      jeremiah|      154|
|1708|          crew|      153|
|1709|          bank|      153|
|1710|         broad|      153|
|1711|        supper|      153|
|1712|         bowed|      153|
|1713|     difficult|      153|
|1714|         cover|      153|
|1715|        period|      152|
|1716|  satisfaction|      152|
|1717|        duties|      152|
|1718|          hung|      152|
|1719|           sum|      152|
|1720|    additional|      152|
|1721|      watching|      152|
|1722|       thither|      152|
|1723|   continually|      152|
|1724|          hadn|      152|
|1725|        indian|      152|
|1726|       dollars|      152|
|1727|      suffered|      152|
|1728|       express|      152|
|1729|        degree|      152|
|1730|     breakfast|      152|
|1731|       camille|      152|
|1732|       soldier|      151|
|1733|        depart|      151|
|1734|       regular|      151|
|1735|         signs|      151|
|1736|     carefully|      151|
|1737|      occurred|      151|
|1738|          bird|      151|
|1739|           row|      151|
|1740|          sore|      151|
|1741|      american|      151|
|1742|        driven|      151|
|1743|         witch|      151|
|1744|          yard|      150|
|1745|        failed|      150|
|1746|       exactly|      150|
|1747|          loss|      150|
|1748|      franklin|      150|
|1749|         cloud|      150|
|1750|         cease|      150|
|1751|          jane|      150|
|1752|         civil|      150|
|1753|       younger|      150|
|1754|        vanity|      150|
|1755|          ring|      150|
|1756|      gentiles|      150|
|1757|      manifest|      150|
|1758|          raft|      150|
|1759|         ended|      149|
|1760|         walls|      149|
|1761|      learning|      149|
|1762|          maid|      149|
|1763|            er|      149|
|1764|        shewed|      149|
|1765|      manasseh|      149|
|1766|       passing|      149|
|1767|        helped|      149|
|1768|        moving|      149|
|1769|       excited|      149|
|1770|     judgments|      149|
|1771|        partly|      148|
|1772|         fault|      148|
|1773|         yours|      148|
|1774|         souls|      148|
|1775|     presented|      148|
|1776|       special|      148|
|1777|     principal|      148|
|1778|         prove|      148|
|1779|         flock|      148|
|1780|   interesting|      147|
|1781|       created|      147|
|1782|       hanging|      147|
|1783|     strangers|      147|
|1784|     shoulders|      147|
|1785|       whereas|      147|
|1786|        health|      147|
|1787|       serious|      147|
|1788|       william|      147|
|1789|          fail|      147|
|1790|         moral|      147|
|1791|      violence|      147|
|1792|         isaac|      147|
|1793|         style|      146|
|1794|           wee|      146|
|1795|      slightly|      146|
|1796|        secure|      146|
|1797|       clearly|      146|
|1798|       govinda|      146|
|1799|  particularly|      145|
|1800|       evident|      145|
|1801|        remove|      145|
|1802|      innocent|      145|
|1803|        riches|      145|
|1804|          silk|      145|
|1805|        washed|      145|
|1806|        fought|      145|
|1807|        asking|      145|
|1808|       calling|      145|
|1809|           etc|      145|
|1810|        simply|      145|
|1811|      argument|      145|
|1812|       printed|      145|
|1813|     relations|      145|
|1814|          thin|      145|
|1815|          joab|      145|
|1816|       mission|      144|
|1817|           fly|      144|
|1818|       whereby|      144|
|1819|          bent|      144|
|1820|       windows|      144|
|1821|        perish|      144|
|1822|      hrothgar|      144|
|1823|         grand|      143|
|1824|       mention|      143|
|1825|          beat|      143|
|1826|         needs|      143|
|1827|     creatures|      143|
|1828|       stanton|      143|
|1829|         taste|      143|
|1830|          grow|      143|
|1831|          busy|      143|
|1832|           woe|      143|
|1833|      troubled|      143|
|1834|        formed|      142|
|1835|        breach|      142|
|1836|          flat|      142|
|1837|      congress|      142|
|1838|       burning|      142|
|1839|          size|      142|
|1840|          lies|      142|
|1841|       granted|      142|
|1842|        plenty|      142|
|1843|        custom|      142|
|1844|       quarter|      141|
|1845|       ancient|      141|
|1846|         class|      141|
|1847|         lower|      141|
|1848|     intention|      141|
|1849|        walker|      141|
|1850|     surprised|      141|
|1851|         haven|      141|
|1852|      measures|      141|
|1853|    christians|      141|
|1854|      physical|      141|
|1855|        seized|      141|
|1856|      numbered|      141|
|1857|         crime|      141|
|1858|   encomiendas|      141|
|1859|       attempt|      140|
|1860|         bones|      140|
|1861|        higher|      140|
|1862|      friendly|      140|
|1863|       beloved|      140|
|1864|         burst|      140|
|1865|        profit|      140|
|1866|      garments|      140|
|1867|        troops|      140|
|1868|        prison|      140|
|1869|      struggle|      140|
|1870|       wrought|      140|
|1871|   replacement|      140|
|1872|        laying|      140|
|1873|   everlasting|      140|
|1874|          fish|      139|
|1875|       forgive|      139|
|1876|         awake|      139|
|1877|         maybe|      139|
|1878|     exclaimed|      139|
|1879|      statutes|      139|
|1880|  consequences|      139|
|1881|          date|      139|
|1882|      southern|      139|
|1883|       escaped|      139|
|1884|         catch|      139|
|1885|   countenance|      139|
|1886|       seventy|      139|
|1887|        weight|      139|
|1888|        candle|      139|
|1889|       perform|      138|
|1890|       farther|      138|
|1891|         rooms|      138|
|1892|         wants|      138|
|1893|         chase|      138|
|1894|        verily|      138|
|1895|         goeth|      138|
|1896|      hezekiah|      138|
|1897|         avoid|      138|
|1898|     stretched|      138|
|1899|      constant|      138|
|1900|      election|      138|
|1901|      remarked|      138|
|1902|      jonathan|      138|
|1903|        divine|      138|
|1904|      expenses|      137|
|1905|       follows|      137|
|1906|        gently|      137|
|1907|         gifts|      137|
|1908|    wickedness|      137|
|1909|       fashion|      137|
|1910|          post|      137|
|1911|     thousands|      137|
|1912|      wondered|      137|
|1913|     whispered|      137|
|1914|        listen|      137|
|1915|         stars|      137|
|1916|         woods|      137|
|1917|      actually|      137|
|1918|      kindness|      137|
|1919|   imagination|      136|
|1920|          spot|      136|
|1921|      regarded|      136|
|1922|         laura|      136|
|1923|          hers|      136|
|1924|      familiar|      136|
|1925|        stayed|      136|
|1926|      province|      136|
|1927|        esther|      136|
|1928|          wear|      135|
|1929|       smiling|      135|
|1930|        amount|      135|
|1931|     curiosity|      135|
|1932|         drank|      135|
|1933|   comfortable|      135|
|1934|     testament|      135|
|1935|       supreme|      135|
|1936|        armies|      135|
|1937|       playing|      135|
|1938|          sell|      135|
|1939|          pure|      135|
|1940|       located|      135|
|1941|           mad|      135|
|1942|         drunk|      135|
|1943|        affair|      135|
|1944|     sanctuary|      135|
|1945|         count|      134|
|1946|      ordinary|      134|
|1947|      continue|      134|
|1948|           rod|      134|
|1949|         swift|      134|
|1950|          kate|      134|
|1951|      proposed|      133|
|1952|         boots|      133|
|1953|       cutting|      133|
|1954|          fees|      133|
|1955|     providing|      133|
|1956|          suit|      133|
|1957|           cap|      133|
|1958|          slow|      133|
|1959|     professor|      133|
|1960|     expressed|      133|
|1961|        coffin|      133|
|1962|        kepler|      133|
|1963|       samaria|      133|
|1964|           cup|      132|
|1965|        decree|      132|
|1966|      branches|      132|
|1967|        thomas|      132|
|1968|          lane|      132|
|1969|     necessity|      132|
|1970|      tributes|      132|
|1971|        begged|      132|
|1972|       reasons|      132|
|1973|       protect|      132|
|1974|        honest|      132|
|1975|      powerful|      132|
|1976|     spaniards|      132|
|1977|          game|      132|
|1978|          song|      132|
|1979|       contact|      132|
|1980|       equally|      131|
|1981|    impression|      131|
|1982|        paying|      131|
|1983|        louise|      131|
|1984|    excitement|      131|
|1985|         merry|      131|
|1986|        tribes|      131|
|1987|          bill|      131|
|1988|        dreams|      131|
|1989|      preserve|      131|
|1990|          weak|      131|
|1991|      anywhere|      130|
|1992|         shirt|      130|
|1993|          race|      130|
|1994|        excuse|      130|
|1995|         shoes|      130|
|1996|       incense|      130|
|1997|         sperm|      130|
|1998|      opposite|      130|
|1999|      feelings|      130|
|2000|        seldom|      130|
|2001|         hated|      130|
|2002|       grounds|      130|
|2003|      editions|      130|
|2004|        images|      130|
|2005|         birds|      129|
|2006|     delighted|      129|
|2007|         stage|      129|
|2008|         smell|      129|
|2009|    frightened|      129|
|2010|          lust|      129|
|2011|        sinned|      129|
|2012|         fifth|      129|
|2013|       enjoyed|      129|
|2014|        breast|      129|
|2015|        thrust|      129|
|2016|         birth|      129|
|2017|        thrown|      129|
|2018|     ignorance|      129|
|2019|      laughter|      129|
|2020|     testimony|      129|
|2021|     education|      129|
|2022| extraordinary|      129|
|2023|      reckoned|      129|
|2024|     charlotte|      128|
|2025|       drawing|      128|
|2026|       visited|      128|
|2027|        direct|      128|
|2028|        lawyer|      128|
|2029|       request|      128|
|2030|       damages|      128|
|2031|          ease|      128|
|2032|     bracknell|      128|
|2033|         evill|      128|
|2034|        online|      127|
|2035|          oath|      127|
|2036|     situation|      127|
|2037|     direction|      127|
|2038|          fill|      127|
|2039|      dreadful|      127|
|2040| distinguished|      127|
|2041|        powers|      127|
|2042|       opening|      127|
|2043|      mischief|      127|
|2044|       wounded|      126|
|2045|          join|      126|
|2046|        europe|      126|
|2047|        seward|      126|
|2048|      included|      126|
|2049|       colonel|      126|
|2050|         yards|      126|
|2051|         stead|      126|
|2052|       torvald|      126|
|2053|    protection|      125|
|2054|         weary|      125|
|2055|          hero|      125|
|2056|         brave|      125|
|2057|     increased|      125|
|2058|        holder|      125|
|2059|        virtue|      125|
|2060|      passions|      125|
|2061|      teaching|      125|
|2062|     happiness|      125|
|2063|        rulers|      125|
|2064|        credit|      125|
|2065|      repeated|      125|
|2066|        report|      125|
|2067|           tea|      125|
|2068|       charles|      125|
|2069|       chamber|      125|
|2070|       treated|      124|
|2071|       america|      124|
|2072|        active|      124|
|2073|         store|      124|
|2074|        appeal|      124|
|2075|          rate|      124|
|2076|        injury|      124|
|2077|        plague|      124|
|2078|           bob|      124|
|2079|          bore|      124|
|2080|    absolutely|      124|
|2081|        winter|      124|
|2082|       pulling|      124|
|2083|         waste|      124|
|2084|         awful|      124|
|2085|        burden|      124|
|2086|    displaying|      124|
|2087|         grief|      124|
|2088|      upstairs|      124|
|2089|      fighting|      123|
|2090|          tied|      123|
|2091|     executive|      123|
|2092|       pointed|      123|
|2093|      discover|      123|
|2094|       suburbs|      123|
|2095|       slipped|      123|
|2096|          pity|      123|
|2097|         smite|      123|
|2098|     audiencia|      123|
|2099|   consequence|      123|
|2100|           aid|      123|
|2101|         favor|      123|
|2102|        events|      123|
|2103|       exalted|      123|
|2104|    astonished|      123|
|2105|          nigh|      123|
|2106|     mcclellan|      123|
|2107|     published|      122|
|2108|        square|      122|
|2109|       falling|      122|
|2110|        social|      122|
|2111|        rolled|      122|
|2112|     listening|      122|
|2113|        slaves|      122|
|2114|         price|      122|
|2115|         hurry|      122|
|2116|      treasury|      122|
|2117|      goodness|      122|
|2118|           bag|      122|
|2119|          slay|      122|
|2120|      campaign|      122|
|2121|         lands|      122|
|2122|       bearing|      122|
|2123|         swear|      122|
|2124|       imagine|      122|
|2125|        estate|      122|
|2126|  acquaintance|      122|
|2127|          rome|      122|
|2128|         didst|      122|
|2129|       appears|      121|
|2130|    interested|      121|
|2131|         nurse|      121|
|2132|         noble|      121|
|2133|       mistake|      121|
|2134|      contract|      121|
|2135|     immediate|      121|
|2136|          site|      121|
|2137|     substance|      121|
|2138|         shake|      121|
|2139|        hungry|      121|
|2140|      patience|      121|
|2141|          main|      121|
|2142|       growing|      121|
|2143|       kissing|      121|
|2144|         staff|      120|
|2145|         legal|      120|
|2146|        voyage|      120|
|2147|        gentle|      120|
|2148|        pardon|      120|
|2149|     gradually|      120|
|2150|          feed|      120|
|2151|        hither|      120|
|2152|       assyria|      120|
|2153|        choice|      120|
|2154|    reputation|      120|
|2155|          text|      120|
|2156|         issue|      120|
|2157|    frequently|      120|
|2158|      possibly|      120|
|2159|        method|      120|
|2160|          tent|      120|
|2161|     occasions|      119|
|2162|      creating|      119|
|2163|         throw|      119|
|2164|         verse|      119|
|2165|        damage|      119|
|2166|        points|      119|
|2167|     wherewith|      119|
|2168|        kindly|      119|
|2169|          firm|      119|
|2170|       ability|      119|
|2171|        bitter|      119|
|2172|    principles|      119|
|2173|        status|      119|
|2174|         pages|      119|
|2175|           sky|      118|
|2176|    assistance|      118|
|2177|        hidden|      118|
|2178|        voices|      118|
|2179|          wasn|      118|
|2180|         abide|      118|
|2181|       copying|      118|
|2182|  requirements|      118|
|2183|       grendel|      118|
|2184|    remarkable|      118|
|2185|            la|      118|
|2186|         shown|      118|
|2187|           wit|      118|
|2188|       anxiety|      118|
|2189|        angels|      118|
|2190|       victory|      118|
|2191|        deeply|      118|
|2192|administration|      118|
|2193|         ahead|      118|
|2194|        poured|      118|
|2195|          male|      118|
|2196|      obtained|      117|
|2197|        entire|      117|
|2198|     suffering|      117|
|2199|      consumed|      117|
|2200|        govern|      117|
|2201|       produce|      117|
|2202|         wings|      117|
|2203|      informed|      117|
|2204|       council|      117|
|2205|         chose|      117|
|2206|           net|      117|
|2207|          flew|      117|
|2208|         idols|      117|
|2209|        gospel|      117|
|2210|       foreign|      116|
|2211|         apart|      116|
|2212|         utter|      116|
|2213|        punish|      116|
|2214|         becky|      116|
|2215|        season|      116|
|2216|      complete|      116|
|2217|         stock|      116|
|2218|   explanation|      116|
|2219|          fury|      116|
|2220|        career|      115|
|2221|        nearer|      115|
|2222|        demand|      115|
|2223|       beneath|      115|
|2224|        donate|      115|
|2225|          shed|      115|
|2226|      chariots|      115|
|2227|         hence|      115|
|2228|    reasonable|      115|
|2229|     household|      115|
|2230|          baby|      115|
|2231|        solemn|      115|
|2232|         haste|      114|
|2233|       earnest|      114|
|2234|         spare|      114|
|2235|         blame|      114|
|2236|        eleven|      114|
|2237|          cave|      114|
|2238|            ii|      114|
|2239|       invited|      114|
|2240|         plate|      114|
|2241|         upper|      114|
|2242|  constitution|      114|
|2243|        county|      114|
|2244|      somebody|      114|
|2245|         drove|      113|
|2246|        defend|      113|
|2247|        reader|      113|
|2248|      reproach|      113|
|2249|   accompanied|      113|
|2250|     brilliant|      113|
|2251|       popular|      113|
|2252|         faint|      113|
|2253|     succeeded|      113|
|2254|        defect|      113|
|2255|    convention|      113|
|2256|         curse|      113|
|2257|      laurence|      113|
|2258|      eighteen|      112|
|2259|       proceed|      112|
|2260|    introduced|      112|
|2261|       quality|      112|
|2262|        leader|      112|
|2263|        render|      112|
|2264|     suggested|      112|
|2265|        format|      112|
|2266|        eating|      112|
|2267|         older|      112|
|2268|       highest|      112|
|2269|       content|      112|
|2270|    importance|      112|
|2271|       welcome|      112|
|2272|         rough|      112|
|2273|        tables|      112|
|2274|        double|      112|
|2275|       sending|      112|
|2276|         stick|      112|
|2277|          flee|      112|
|2278|         speed|      111|
|2279|        nights|      111|
|2280|      sleeping|      111|
|2281|        loving|      111|
|2282|     evidently|      111|
|2283|        thinks|      111|
|2284|        useful|      111|
|2285|        knowed|      111|
|2286|        pender|      111|
|2287|        animal|      111|
|2288|        cousin|      111|
|2289|        attack|      111|
|2290|      carrying|      111|
|2291|    completely|      111|
|2292|          oxen|      111|
|2293|         hopes|      111|
|2294|         warre|      111|
|2295|  encomenderos|      111|
|2296|         mabel|      111|
|2297|    commission|      110|
|2298|     performed|      110|
|2299|       pressed|      110|
|2300|        attend|      110|
|2301|        commit|      110|
|2302|          mate|      110|
|2303|         minds|      110|
|2304|         shape|      110|
|2305|          gain|      110|
|2306|           lad|      110|
|2307|          luck|      110|
|2308|          sand|      110|
|2309|        unjust|      110|
|2310|         space|      109|
|2311|      citizens|      109|
|2312|     separated|      109|
|2313|         claim|      109|
|2314|    admiration|      109|
|2315|         trial|      109|
|2316|    companions|      109|
|2317|       monarch|      109|
|2318|         straw|      109|
|2319|         doesn|      109|
|2320|        mayest|      109|
|2321|           sid|      109|
|2322|     firstborn|      109|
|2323|      sympathy|      109|
|2324|         funny|      109|
|2325|       contain|      109|
|2326|           key|      109|
|2327|       bullock|      109|
|2328|         habit|      108|
|2329|      bringing|      108|
|2330|       singing|      108|
|2331|     egyptians|      108|
|2332|          milk|      108|
|2333|       beleeve|      108|
|2334|       absalom|      108|
|2335|       setting|      108|
|2336|      national|      108|
|2337|       charged|      108|
|2338|  intellectual|      108|
+----+--------------+---------+

Common Words
+-----+------------------+---------+
| Rank|              Word|Frequency|
+-----+------------------+---------+
|22205|            chiefe|        3|
|22206|          charters|        3|
|22207|         deceiveth|        3|
|22208|        surreption|        3|
|22209|       deprivation|        3|
|22210|        appointeth|        3|
|22211|             rufus|        3|
|22212|         seditions|        3|
|22213|            shifts|        3|
|22214|         foreseeth|        3|
|22215|         congealed|        3|
|22216|       contraction|        3|
|22217|        extenuated|        3|
|22218|          pleaders|        3|
|22219|          wholsome|        3|
|22220|            sichem|        3|
|22221|           psalter|        3|
|22222|              agur|        3|
|22223|             ozias|        3|
|22224|           animall|        3|
|22225|          vulgarly|        3|
|22226|        permanence|        3|
|22227|           chaines|        3|
|22228|        cognizance|        3|
|22229|          overplus|        3|
|22230|        contraries|        3|
|22231|      figuratively|        3|
|22232|          paschall|        3|
|22233|               loe|        3|
|22234|         threatned|        3|
|22235|             jerem|        3|
|22236|        prolocutor|        3|
|22237|             eliah|        3|
|22238|               cha|        3|
|22239|         preacheth|        3|
|22240|         weaknesse|        3|
|22241|          soundeth|        3|
|22242|         immortals|        3|
|22243|         perdition|        3|
|22244|           hellish|        3|
|22245|           sutable|        3|
|22246|             ephes|        3|
|22247|             hulda|        3|
|22248|           chappel|        3|
|22249|            goates|        3|
|22250|             dumbe|        3|
|22251|       opportunely|        3|
|22252|         redeemeth|        3|
|22253|    evangelization|        3|
|22254|           leaneth|        3|
|22255|         retention|        3|
|22256|         remitting|        3|
|22257|         forgiveth|        3|
|22258|          fancying|        3|
|22259|         suffrages|        3|
|22260|            steven|        3|
|22261|            civili|        3|
|22262|          pastoral|        3|
|22263|        definitive|        3|
|22264|           healths|        3|
|22265|     jurisdictions|        3|
|22266|      intelligibly|        3|
|22267|          beleeves|        3|
|22268|      controverted|        3|
|22269|          carkasse|        3|
|22270|           reptile|        3|
|22271|            animam|        3|
|22272|          generate|        3|
|22273|            metall|        3|
|22274|         officious|        3|
|22275|           latreia|        3|
|22276|         forsaking|        3|
|22277|         canonized|        3|
|22278|          caligula|        3|
|22279|          tuesdays|        3|
|22280|       successions|        3|
|22281|          maritime|        3|
|22282|             walke|        3|
|22283|          entities|        3|
|22284|        heavinesse|        3|
|22285|          rarefied|        3|
|22286|      incontinence|        3|
|22287|           submits|        3|
|22288|          domineer|        3|
|22289|              skim|        3|
|22290|                qu|        3|
|22291|          missions|        3|
|22292|        executions|        3|
|22293|         invasions|        3|
|22294|              iced|        3|
|22295|          phantoms|        3|
|22296|         treadmill|        3|
|22297|         thickened|        3|
|22298|           butlers|        3|
|22299|           mumbled|        3|
|22300|            camden|        3|
|22301|              pelt|        3|
|22302|           clanked|        3|
|22303|              shun|        3|
|22304|          lateness|        3|
|22305|            ferret|        3|
|22306|          strutted|        3|
|22307|           lettuce|        3|
|22308|      corroborated|        3|
|22309|         displaced|        3|
|22310|         mistletoe|        3|
|22311|           cheeked|        3|
|22312|           blacker|        3|
|22313|         particles|        3|
|22314|          turnings|        3|
|22315|            darned|        3|
|22316|          stuffing|        3|
|22317|              atom|        3|
|22318|            hooded|        3|
|22319|            sidled|        3|
|22320|           riddles|        3|
|22321|          screened|        3|
|22322|               ful|        3|
|22323|        civilizing|        3|
|22324|            bunker|        3|
|22325|             misto|        3|
|22326|          raftsman|        3|
|22327|              rung|        3|
|22328|          growling|        3|
|22329|           lawsuit|        3|
|22330|            gallon|        3|
|22331|        smoothness|        3|
|22332|           swapped|        3|
|22333|            mawnin|        3|
|22334|            evenin|        3|
|22335|                ud|        3|
|22336|            mongst|        3|
|22337|           ketched|        3|
|22338|            chanst|        3|
|22339|       cottonwoods|        3|
|22340|            sloppy|        3|
|22341|            punkin|        3|
|22342|           simmons|        3|
|22343|            bugged|        3|
|22344|             hearn|        3|
|22345|               jes|        3|
|22346|             spute|        3|
|22347|             sholy|        3|
|22348|          towheads|        3|
|22349|           drinkin|        3|
|22350|           staving|        3|
|22351|          handiest|        3|
|22352|          pendulum|        3|
|22353|             paste|        3|
|22354|             jawge|        3|
|22355|                sk|        3|
|22356|              mouf|        3|
|22357|             belch|        3|
|22358|              thar|        3|
|22359|       charlemagne|        3|
|22360|           squared|        3|
|22361|         squirting|        3|
|22362|          commence|        3|
|22363|        nightshirt|        3|
|22364|        dangersome|        3|
|22365|           troughs|        3|
|22366|          handbill|        3|
|22367|           couldst|        3|
|22368|            bourne|        3|
|22369|             chaws|        3|
|22370|              cler|        3|
|22371|            sassed|        3|
|22372|            edging|        3|
|22373|            heaves|        3|
|22374|              duds|        3|
|22375|          blodgett|        3|
|22376|           wilkses|        3|
|22377|           hunched|        3|
|22378|            nieces|        3|
|22379|            jingle|        3|
|22380|             bilge|        3|
|22381|              rips|        3|
|22382|          apthorps|        3|
|22383|          chipping|        3|
|22384|          hustling|        3|
|22385|            livers|        3|
|22386|           doggery|        3|
|22387|          bearings|        3|
|22388|              lize|        3|
|22389|             puppy|        3|
|22390|            hickry|        3|
|22391|         blistered|        3|
|22392|            jabbed|        3|
|22393|           blinked|        3|
|22394|          smouched|        3|
|22395|               cub|        3|
|22396|         likeliest|        3|
|22397|            mullet|        3|
|22398|            fumble|        3|
|22399|            lasses|        3|
|22400|             scamp|        3|
|22401|          internet|        3|
|22402|           knuckle|        3|
|22403|            copley|        3|
|22404|           chemist|        3|
|22405|           twyford|        3|
|22406|           woodrow|        3|
|22407|              dyer|        3|
|22408|             outed|        3|
|22409|           heinous|        3|
|22410|            violin|        3|
|22411|         hankering|        3|
|22412|        blackbeard|        3|
|22413|             tryon|        3|
|22414|           practis|        3|
|22415|        entangling|        3|
|22416|        dogmatical|        3|
|22417|          libeling|        3|
|22418|            errata|        3|
|22419|           aquilla|        3|
|22420|             stopt|        3|
|22421|            novice|        3|
|22422|             knave|        3|
|22423|            inquir|        3|
|22424|        journeymen|        3|
|22425|             annis|        3|
|22426|            dislik|        3|
|22427|        applauding|        3|
|22428|             plaid|        3|
|22429|             potts|        3|
|22430|           satisfi|        3|
|22431|       translucent|        3|
|22432|         ingenuous|        3|
|22433|           bribing|        3|
|22434|              serv|        3|
|22435|         partaking|        3|
|22436|             annex|        3|
|22437|              bene|        3|
|22438|          relapses|        3|
|22439|          mcmaster|        3|
|22440|        augmenting|        3|
|22441|          subsists|        3|
|22442|         emolument|        3|
|22443|          methinks|        3|
|22444|          arrivals|        3|
|22445|       excellences|        3|
|22446|          prolific|        3|
|22447|              chas|        3|
|22448|         louisburg|        3|
|22449|           chusing|        3|
|22450|            ventur|        3|
|22451|          jokingly|        3|
|22452|         empowered|        3|
|22453|                lb|        3|
|22454|        disordered|        3|
|22455|          stockade|        3|
|22456|            deceiv|        3|
|22457|           ensigns|        3|
|22458|         properest|        3|
|22459|          favoring|        3|
|22460|          prichard|        3|
|22461|           drugget|        3|
|22462|              drab|        3|
|22463|           unbound|        3|
|22464|       arbitration|        3|
|22465|          umpirage|        3|
|22466|            zurich|        3|
|22467|          gevaudan|        3|
|22468|         facsimile|        3|
|22469|          mestizos|        3|
|22470|         unsubdued|        3|
|22471|               jos|        3|
|22472|           asensio|        3|
|22473|            sancta|        3|
|22474|              siam|        3|
|22475|             pikes|        3|
|22476|         descalced|        3|
|22477|             bohol|        3|
|22478|           mosques|        3|
|22479|          galleons|        3|
|22480|            sancto|        3|
|22481|          scantily|        3|
|22482|          corsairs|        3|
|22483|              musk|        3|
|22484|            lateen|        3|
|22485|             sacre|        3|
|22486|       strongholds|        3|
|22487|        chastising|        3|
|22488|           alcoran|        3|
|22489|              cebu|        3|
|22490|         fernandez|        3|
|22491|         amaghicon|        3|
|22492|              basi|        3|
|22493|          compacts|        3|
|22494|        pitongatan|        3|
|22495|              tuam|        3|
|22496|           salonga|        3|
|22497|    abovementioned|        3|
|22498|             pablo|        3|
|22499|        depositing|        3|
|22500|        unassigned|        3|
|22501|         cristoval|        3|
|22502|           villafa|        3|
|22503|            borney|        3|
|22504|          renegade|        3|
|22505|              gime|        3|
|22506|           davalos|        3|
|22507|        commissary|        3|
|22508|             loren|        3|
|22509|     authorization|        3|
|22510|            thatch|        3|
|22511|               gon|        3|
|22512|               alo|        3|
|22513|        christoval|        3|
|22514|         endowment|        3|
|22515|             sande|        3|
|22516|          mildness|        3|
|22517|             malay|        3|
|22518|          commoner|        3|
|22519|          inaasava|        3|
|22520|           concise|        3|
|22521|          pleiades|        3|
|22522|           tagalos|        3|
|22523|            ribera|        3|
|22524|        advantaged|        3|
|22525|          assessed|        3|
|22526|      confessional|        3|
|22527|           consejo|        3|
|22528|            malays|        3|
|22529|           stanley|        3|
|22530|          embodied|        3|
|22531|          inhaling|        3|
|22532|              veda|        3|
|22533|       sacrificial|        3|
|22534|           jackals|        3|
|22535|         shimmered|        3|
|22536|         flickered|        3|
|22537|          twitched|        3|
|22538|       castigation|        3|
|22539|      realizations|        3|
|22540|           dissect|        3|
|22541|         colourful|        3|
|22542|              apes|        3|
|22543|            droves|        3|
|22544|           pouches|        3|
|22545|          smartest|        3|
|22546|        hesitantly|        3|
|22547|         mockingly|        3|
|22548|              daze|        3|
|22549|           rumours|        3|
|22550|          obsessed|        3|
|22551|          searches|        3|
|22552|      benevolently|        3|
|22553|         stirabout|        3|
|22554|       discoloured|        3|
|22555|           flanked|        3|
|22556|         hallstand|        3|
|22557|             motor|        3|
|22558|          kindling|        3|
|22559|              jets|        3|
|22560|        rearranged|        3|
|22561|         servility|        3|
|22562|          billiard|        3|
|22563|         outsiders|        3|
|22564|            gloved|        3|
|22565|    thoughtfulness|        3|
|22566|         bookshelf|        3|
|22567|           corless|        3|
|22568|           mineral|        3|
|22569|               wry|        3|
|22570|             peony|        3|
|22571|            downes|        3|
|22572|         washstand|        3|
|22573|         arrowroot|        3|
|22574|            sydney|        3|
|22575|           evoking|        3|
|22576|         crouching|        3|
|22577|           someway|        3|
|22578|            colgan|        3|
|22579|               pok|        3|
|22580|       appreciable|        3|
|22581|         contralto|        3|
|22582|           soprano|        3|
|22583|          hendrick|        3|
|22584|            looped|        3|
|22585|         interlude|        3|
|22586|        balustrade|        3|
|22587|           hallway|        3|
|22588|           creases|        3|
|22589|              aran|        3|
|22590|           blankly|        3|
|22591|            nutmeg|        3|
|22592|            operas|        3|
|22593|        tablecloth|        3|
|22594|             colds|        3|
|22595|         unhooking|        3|
|22596|               bog|        3|
|22597|         removable|        3|
|22598|           stowing|        3|
|22599|             diver|        3|
|22600|             mauls|        3|
|22601|          flatness|        3|
|22602|           belayed|        3|
|22603|           breaker|        3|
|22604|         bucketful|        3|
|22605|          ripening|        3|
|22606|          bladders|        3|
